unique_id,fam_default,fam_with a family,gender_default,gender_gender nonconforming person,gender_man,gender_woman,income_default,income_holding a Section 8 voucher,race_Hawaiian,race_Hispanic,race_Native American,race_asian,race_black,race_default,race_white,rentbuy_buy,rentbuy_rent,sexuality_LGBT,sexuality_default,sexuality_straight,est_white_perc,est_black_perc,est_native_perc,est_asian_perc,est_islander_perc,est_hispanic_perc,neighopp_idx
307,0.3636363636363636,0.6363636363636364,0.3636363636363636,0.0909090909090909,0.2727272727272727,0.2727272727272727,0.5454545454545454,0.4545454545454545,0.0909090909090909,0.4545454545454545,0.1818181818181818,0.0,0.1818181818181818,0.0909090909090909,0.0,0.3636363636363636,0.6363636363636364,0.0,0.5454545454545454,0.4545454545454545,0.6622831867787753,0.0811303008900254,0.0107707602163929,0.0255710039871466,0.0012181216911396,0.1991767064900054,-0.6401010586140455
309,0.5588235294117647,0.4411764705882353,0.25,0.1029411764705882,0.3529411764705882,0.2941176470588235,0.2352941176470588,0.7647058823529411,0.1617647058823529,0.1029411764705882,0.3235294117647059,0.1323529411764706,0.0441176470588235,0.1176470588235294,0.1176470588235294,0.5,0.5,0.1176470588235294,0.2794117647058823,0.6029411764705882,0.1777993578960464,0.0136132801305642,0.0005880433537595,0.4189070044641175,0.0,0.3687030860991716,1.0615307295866137
317,0.8,0.2,0.25,0.2,0.3,0.25,0.5,0.5,0.0,0.1,0.15,0.05,0.65,0.0,0.05,0.35,0.65,0.1,0.25,0.65,0.180709219858156,0.601418439716312,0.0,0.0212765957446808,0.0,0.150354609929078,0.4774270273631579
318,0.6382978723404256,0.3617021276595745,0.2127659574468085,0.1702127659574468,0.3617021276595745,0.2553191489361702,0.0,1.0,0.2127659574468085,0.0425531914893617,0.0638297872340425,0.1276595744680851,0.1702127659574468,0.2127659574468085,0.1702127659574468,0.3829787234042553,0.6170212765957447,0.0638297872340425,0.4042553191489361,0.5319148936170213,0.0301247022558497,0.1241417962729438,0.0,0.0942973238055205,0.0,0.7330811265237495,-5.754534170903809
322,0.0,1.0,0.2391304347826087,0.0,0.4347826086956521,0.3260869565217391,1.0,0.0,0.1956521739130435,0.0,0.0,0.0434782608695652,0.0652173913043478,0.4130434782608695,0.2826086956521739,0.8913043478260869,0.108695652173913,0.0,0.391304347826087,0.6086956521739131,,,,,,,
325,0.0,1.0,0.2666666666666666,0.0,0.3733333333333333,0.36,1.0,0.0,0.2133333333333333,0.0266666666666666,0.04,0.08,0.04,0.32,0.28,0.84,0.16,0.0,0.3466666666666667,0.6533333333333333,0.4664679582712369,0.110655737704918,0.0,0.2485096870342772,0.0,0.1274217585692995,7.795283729466334
332,0.2790697674418604,0.7209302325581395,0.2558139534883721,0.2906976744186046,0.2441860465116279,0.2093023255813953,0.6395348837209303,0.3604651162790697,0.1395348837209302,0.0348837209302325,0.1511627906976744,0.0813953488372093,0.2906976744186046,0.2093023255813953,0.0930232558139534,0.5,0.5,0.2209302325581395,0.4186046511627907,0.3604651162790697,0.4226778030878259,0.2247532270311313,0.0,0.1586940015186028,0.0,0.1470513793976208,0.6887414834671538
334,0.3300083125519534,0.6699916874480466,0.2635078969243558,0.1338320864505403,0.3167082294264339,0.28595178719867,0.8645054031587698,0.1354945968412302,0.2443890274314214,0.0714879467996675,0.0864505403158769,0.2028262676641729,0.1197007481296758,0.1238570241064006,0.1512884455527847,0.4929343308395677,0.5070656691604323,0.2061512884455527,0.3075644222776392,0.486284289276808,0.4664679582712369,0.110655737704918,0.0,0.2485096870342772,0.0,0.1274217585692995,7.795283729466334
336,0.65625,0.34375,0.25,0.21875,0.375,0.15625,0.03125,0.96875,0.0,0.5,0.0625,0.0625,0.25,0.0625,0.0625,0.34375,0.65625,0.3125,0.25,0.4375,0.4664679582712369,0.110655737704918,0.0,0.2485096870342772,0.0,0.1274217585692995,7.795283729466334
341,0.1818181818181818,0.8181818181818182,0.2727272727272727,0.0,0.5454545454545454,0.1818181818181818,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8636363636363636,0.1363636363636363,0.0,0.7727272727272727,0.2272727272727272,0.5985915492957746,0.0133299798792756,0.0,0.0598591549295774,0.0,0.3282193158953722,4.707416361762954
345,0.4183673469387755,0.5816326530612245,0.3673469387755102,0.0,0.3775510204081632,0.2551020408163265,0.979591836734694,0.0204081632653061,0.010204081632653,0.0408163265306122,0.0,0.9387755102040816,0.010204081632653,0.0,0.0,0.5714285714285714,0.4285714285714285,0.0,0.7244897959183674,0.2755102040816326,0.646944713870029,0.0657613967022308,0.0,0.1850630455868089,0.0,0.0690591658583899,6.579503962898299
349,0.0,1.0,0.231638418079096,0.0,0.480225988700565,0.288135593220339,1.0,0.0,0.2372881355932203,0.0225988700564971,0.0169491525423728,0.0734463276836158,0.0621468926553672,0.3898305084745763,0.1977401129943503,0.672316384180791,0.327683615819209,0.0,0.3898305084745763,0.6101694915254238,0.6866651573466154,0.0070183382386235,0.0,0.0196966266696853,0.0,0.2687344351369708,3.6150928867550047
352,0.0068027210884353,0.9931972789115646,0.238095238095238,0.0,0.4693877551020408,0.2925170068027211,1.0,0.0,0.2448979591836734,0.0136054421768707,0.0136054421768707,0.1904761904761904,0.0612244897959183,0.3129251700680272,0.1632653061224489,0.6802721088435374,0.3197278911564626,0.0,0.4081632653061224,0.5918367346938775,,,,,,,
354,0.45,0.55,0.2,0.2,0.35,0.25,0.65,0.35,0.0,0.05,0.0,0.05,0.75,0.05,0.1,0.55,0.45,0.2,0.55,0.25,0.149487317862925,0.2222342147868321,0.0,0.0120885051268213,0.0,0.6008634646519158,-6.898133748631516
356,0.0,1.0,0.0588235294117647,0.5294117647058824,0.1176470588235294,0.2941176470588235,1.0,0.0,0.1764705882352941,0.0,0.1176470588235294,0.0,0.1764705882352941,0.2352941176470588,0.2941176470588235,0.6470588235294118,0.3529411764705882,0.0,0.1176470588235294,0.8823529411764706,,,,,,,
360,0.4619289340101523,0.5380710659898477,0.2639593908629442,0.0101522842639593,0.4416243654822335,0.2842639593908629,0.8781725888324873,0.1218274111675127,0.2842639593908629,0.0456852791878172,0.0862944162436548,0.1370558375634517,0.0609137055837563,0.233502538071066,0.1522842639593908,0.5685279187817259,0.4314720812182741,0.015228426395939,0.4060913705583756,0.5786802030456852,0.8058171745152355,0.0274238227146814,0.0,0.0520775623268698,0.0,0.0479224376731301,4.772347550514194
